Cinsiyet,Şirket Konumu,Çalışma Durumu,Çalışma Şekli,Çalışan Sayısı,Deneyim,Sektör,Pozisyon,Pozisyonunuzun Ismi?.1,Aylık Net Maaş (TL),"Yıllık Ek Gelir (Prim, Bonus)",Yan Haklar
Kadın,Yurt dışı,Tam zamanlı,Hybrid,100-149,1-3 Yıl,Sağlık ve Tıp,Bölgesel Ürün satış uzmanı,Bölgesel Ürün Satış Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Şirket Aracı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Yarı zamanlı,Hybrid,1-49,7-9 Yıl,İnşaat,Mimar ,Mimar ,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,5-7 Yıl,Finans ve Muhasebe,Dış ticaret asistanı,Dış Ticaret Asistanı,21.000-30.000 TL,31.000-50.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,0-1 Yıl,Tekstil ve Hazır Giyim,E ticaret uzmanı,E Ticaret Uzmanı,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Yarı zamanlı,Uzaktan,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Marketing Intern,Marketing Intern,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Erkek,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Tekstil ve Hazır Giyim,Stajyer,Stajyer,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Yurt dışı,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Turizm ve Konaklama,Kat hizmetlisi ,Kat Hizmetlisi ,31.000-40.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Üretim,Endüstri Mühendisi,Endüstri Mühendisi,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Software Test Engineer ,Software Test Engineer ,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Otomotiv,Ürün Geliştirme Mühendisi,Ürün Geliştirme Mühendisi,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Ulaşım Yardımı"
Kadın,Yurt dışı,Tam zamanlı,Uzaktan,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Klinik araştırma,Klinik Araştırma,41.000-50.000 TL,150.000 TL ve üstü,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Sağlık ve Tıp,Kalite güvence uzmanı,Kalite Güvence Uzmanı,41.000-50.000 TL,31.000-50.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,0-1 Yıl,Dijital Medya ve Eğlence,Dijital pazarlama uzmanı,Dijital Pazarlama Uzmanı,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Yurt dışı,Tam zamanlı,Uzaktan,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Community Manager,Community Manager,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Eğitim,CRM MANAGER,Crm Manager,31.000-40.000 TL,31.000-50.000 TL,"Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Diğer,Satış Danışmanı,Satış Danışmanı,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,9-12 Yıl,Eğitim,Zihin engelliler öğretmeni,Zihin Engelliler Öğretmeni,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Eğitim,Rehber öğretmen,Rehber Öğretmen,21.000-30.000 TL,Ek gelirim yok,Şirket Telefonu
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Dağıtım ve Toptan Tıcaret,Ticari pazarlama temsilcisi,Ticari Pazarlama Temsilcisi,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Şirket Aracı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Turizm ve Konaklama,İşletme müdürü ,İşletme Müdürü ,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Sağlık ve Tıp,Hemşire ,Hemşire ,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,İnşaat,Mimar,Mimar,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Erkek,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,Game Developer,Game Developer,61.000-70.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Gıda ve İçecek,Gıda mühendisi,Gıda Mühendisi,51.000-60.000 TL,Ek gelirim yok,Ulaşım Yardımı
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,3-5 Yıl,Perakende ve E-tıcaret,Görsel Sunum Uzmanı,Görsel Sunum Uzmanı,21.000-30.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Yurt dışı,Tam zamanlı,Uzaktan,100-149,0-1 Yıl,Finans ve Muhasebe,Finans Yetkilisi,Finans Yetkilisi,41.000-50.000 TL,20.000-30.000 TL,Yan hakkim yok
Erkek,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Eğitim,Öğretmen,Öğretmen,51.000-60.000 TL,111.000-150.000 TL,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,5-7 Yıl,Bilgi Teknolojileri ve Yazılım,Kıdemli İş Zekası Danışmanı,Kıdemli İş Zekası Danışmanı,61.000-70.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,İnşaat,İç mimar,İç Mimar,41.000-50.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Perakende ve E-tıcaret,E-ticaret Uzmanı,E-Ticaret Uzmanı,41.000-50.000 TL,31.000-50.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,1-3 Yıl,Perakende ve E-tıcaret,Pazarlama uzmanı ,Pazarlama Uzmanı ,21.000-30.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Eğitim,Öğretmenim ,Öğretmenim ,10.000-20.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Türkiye,Yarı zamanlı,Ofiste,1-49,0-1 Yıl,Diğer,Stajyer,Stajyer,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,5-7 Yıl,Gıda ve İçecek,Üretim planlama,Üretim Planlama,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,5-7 Yıl,Finans ve Muhasebe,Bankacılık - Yetkiki,Bankacılık - Yetkiki,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Otomotiv,Junior engineer,Junior Engineer,61.000-70.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Hybrid,100-149,12 ve ustu,Diğer,İSG UZMANI C SINIFI,İsg Uzmani C Sinifi,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Şirket Aracı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Finans ve Muhasebe,Müşteri Temsilcisi,Müşteri Temsilcisi,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Tekstil ve Hazır Giyim,Üretim mühendisi,Üretim Mühendisi,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Sağlık ve Tıp,Ruhsat uzmanı,Ruhsat Uzmanı,41.000-50.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Jr.SEO Uzmanı,Jr.Seo Uzmanı,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,9-12 Yıl,Finans ve Muhasebe,Muhasebeci ,Muhasebeci ,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,1-3 Yıl,Dijital Medya ve Eğlence,Junior brand strategist,Junior Brand Strategist,10.000-20.000 TL,51.000-70.000 TL,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,1-3 Yıl,Diğer,Avukat,Avukat,31.000-40.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,1-3 Yıl,Diğer,Lojistik Uzmanı,Lojistik Uzmanı,41.000-50.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,12 ve ustu,Finans ve Muhasebe,Kıdemli operasyon uzmanı,Kıdemli Operasyon Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Tekstil ve Hazır Giyim,İş geliştirme analisti,İş Geliştirme Analisti,31.000-40.000 TL,31.000-50.000 TL,"Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,100-149,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Sap Basis danışmanı,Sap Basis Danışmanı,21.000-30.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Dijital Medya ve Eğlence,perfomans analisti,Perfomans Analisti,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Eğitim,İletişim Danışmanı,İletişim Danışmanı,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Diğer,Tekstil müşteri temsilcisi asistani ,Tekstil Müşteri Temsilcisi Asistani ,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Bilgi Teknolojileri ve Yazılım,ios developer,Ios Developer,51.000-60.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Erkek,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,1-3 Yıl,Çevre ve Enerji,Proje Muhendisi,Proje Muhendisi,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Perakende ve E-tıcaret,Brand specialist,Brand Specialist,41.000-50.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,5-7 Yıl,Dijital Medya ve Eğlence,Sr. Social & Paid Media Manager,Sr. Social & Paid Media Manager,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Otomotiv,Ticari Kontrol Uzmanı,Ticari Kontrol Uzmanı,41.000-50.000 TL,51.000-70.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Çevre ve Enerji,Çağrı merkezi müşteri temsilcisi,Çağrı Merkezi Müşteri Temsilcisi,21.000-30.000 TL,51.000-70.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,1-3 Yıl,Üretim,İhracat Sorumlusu,İhracat Sorumlusu,31.000-40.000 TL,Ek gelirim yok,Ulaşım Yardımı
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Mühendislik,Harita mühendisi ,Harita Mühendisi ,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,İnşaat,Finans Uzmanı,Finans Uzmanı,31.000-40.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Türkiye,Yarı zamanlı,Uzaktan,1-49,0-1 Yıl,Finans ve Muhasebe,Muhasabe ,Muhasabe ,10.000-20.000 TL,Ek gelirim yok,Ulaşım Yardımı
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,5-7 Yıl,Otomotiv,Uzman Kalite Mühendisi,Uzman Kalite Mühendisi,61.000-70.000 TL,111.000-150.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,1-3 Yıl,Diğer,Müşteri hizmetleri ,Müşteri Hizmetleri ,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,İnşaat,satın alma uzmanı,Satın Alma Uzmanı,31.000-40.000 TL,31.000-50.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,12 ve ustu,Otomotiv,Yönetici asistanı,Yönetici Asistanı,41.000-50.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,3-5 Yıl,İnşaat,Üst düzey yonetici asistani (merkezi yurtdisinda olan firma ),Üst Düzey Yonetici Asistani (Merkezi Yurtdisinda Olan Firma ),31.000-40.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,IT Recruiter,It Recruiter,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,0-1 Yıl,Üretim,Üretim Uzman Yardımcısı,Üretim Uzman Yardımcısı,41.000-50.000 TL,150.000 TL ve üstü,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,0-1 Yıl,Diğer,Müşteri temsilcisi ,Müşteri Temsilcisi ,10.000-20.000 TL,20.000-30.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Mühendislik,Satın alma mühendisi ,Satın Alma Mühendisi ,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Perakende ve E-tıcaret,Dijital çözüm uzmanı,Dijital Çözüm Uzmanı,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Perakende ve E-tıcaret,Senior category specialist,Senior Category Specialist,91.000-100.000 TL,111.000-150.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Turizm ve Konaklama,İç pazar satış temsilcisi,İç Pazar Satış Temsilcisi,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Perakende ve E-tıcaret,Business Development Assistant Specialist,Business Development Assistant Specialist,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Erkek,Türkiye,Yarı zamanlı,Ofiste,50-99,3-5 Yıl,Eğitim,Antrenör ,Antrenör ,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,SAP BW Danışmanı,Sap Bw Danışmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,1-3 Yıl,Üretim,Planlama mühendisi,Planlama Mühendisi,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Finans ve Muhasebe,Ön muhasebe ,Ön Muhasebe ,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,9-12 Yıl,Otomotiv,Sosyal Medya Yöneticisi,Sosyal Medya Yöneticisi,41.000-50.000 TL,31.000-50.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,1-3 Yıl,Diğer,Adaptasyon Uzmanı,Adaptasyon Uzmanı,31.000-40.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Diğer,Sosyal medya yöneticisi,Sosyal Medya Yöneticisi,10.000-20.000 TL,Ek gelirim yok,"Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Dijital Medya ve Eğlence,İçerik üreticisi,İçerik Üreticisi,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,200 ve ustu,0-1 Yıl,Diğer,moderatör,Moderatör,21.000-30.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,0-1 Yıl,Telekomünikasyon,Product lead,Product Lead,41.000-50.000 TL,51.000-70.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,5-7 Yıl,Dağıtım ve Toptan Tıcaret,E ticaret yoneticisi,E Ticaret Yoneticisi,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Diğer,Sekreterlik,Sekreterlik,31.000-40.000 TL,20.000-30.000 TL,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,0-1 Yıl,Bilgi Teknolojileri ve Yazılım,Bilgi ve Belge Yöneticisi,Bilgi Ve Belge Yöneticisi,21.000-30.000 TL,Ek gelirim yok,Ulaşım Yardımı
Kadın,Türkiye,Tam zamanlı,Hybrid,200 ve ustu,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,Veritabanı uzmanı,Veritabanı Uzmanı,91.000-100.000 TL,150.000 TL ve üstü,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,150-199,1-3 Yıl,Mühendislik,Üretim sorumlusu,Üretim Sorumlusu,31.000-40.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Uzaktan,1-49,1-3 Yıl,Dijital Medya ve Eğlence,Sosyal medya içerik üreticisi & Marka iletişimi,Sosyal Medya Içerik Üreticisi & Marka Iletişimi,21.000-30.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Çevre ve Enerji,Çevre Mühendisi ,Çevre Mühendisi ,10.000-20.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı, Kişisel Gelişim Ödenekleri (Eğitim, kişisel gelişim vb için harcama bütçesi)"
Erkek,Türkiye,Tam zamanlı,Ofiste,50-99,5-7 Yıl,Mühendislik,Saha mühendisi ,Saha Mühendisi ,41.000-50.000 TL,31.000-50.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Diğer,İhracat operasyon sorumlusu,İhracat Operasyon Sorumlusu,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,50-99,0-1 Yıl,Diğer,E ticaret personeli ,E Ticaret Personeli ,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Eğitim,Matematik öğretmeni ,Matematik Öğretmeni ,21.000-30.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Diğer,avukat,Avukat,10.000-20.000 TL,Ek gelirim yok,Yan hakkim yok
Kadın,Türkiye,Tam zamanlı,Hybrid,1-49,3-5 Yıl,Diğer,Avukat,Avukat,51.000-60.000 TL,Ek gelirim yok,"Özel Sağlık Sigortası, Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Uzaktan,50-99,3-5 Yıl,Bilgi Teknolojileri ve Yazılım,product data engineer ,Product Data Engineer ,61.000-70.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Türkiye,Tam zamanlı,Ofiste,100-149,5-7 Yıl,Üretim,Satıs ve pazarlama ,Satıs Ve Pazarlama ,21.000-30.000 TL,51.000-70.000 TL,"Yemek Yardımı  (Sodexo, Multinet vs), Şirket Telefonu"
Kadın,Türkiye,Tam zamanlı,Hybrid,50-99,0-1 Yıl,Diğer,Çağrı merkezi ,Çağrı Merkezi ,10.000-20.000 TL,Ek gelirim yok,Özel Sağlık Sigortası
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,3-5 Yıl,Gıda ve İçecek,Müdür yardımcısı ,Müdür Yardımcısı ,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs)"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,1-3 Yıl,Gıda ve İçecek,Gıda mühendisi,Gıda Mühendisi,21.000-30.000 TL,Ek gelirim yok,"Yemek Yardımı  (Sodexo, Multinet vs), Ulaşım Yardımı"
Kadın,Türkiye,Tam zamanlı,Ofiste,1-49,0-1 Yıl,Finans ve Muhasebe,ÖN MUHASEBECİ ,Ön Muhasebeci̇ ,10.000-20.000 TL,Ek gelirim yok,"Yan hakkim yok, Yemek Yardımı  (Sodexo, Multinet vs)"
